timeindep,ltsc0,d1950,d1960,d1970,d1980,d1990,d2000,region,nb_conflict,ncts0,nc2l,timeinstatusnc,ltisnc,ltsnc,ltimeindep,temperature,prec_gpcc,temptemp,tempmean,tempdev,YMHEP,YMHEP_ltsc0,lpop,lGDPcap,lpop_ltsc0,lGDPcap_ltsc0,conflict_actual,conflict_prediction
58.0,4.06,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.06,0.0,16.0,15.0,2.71,4.06,9.97,390.9,-99.0,10.51,-0.54,0.61,2.49,7.87,9.6,31.97,38.98,0,0
105.0,4.65,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.65,0.0,57.0,56.0,4.03,4.65,21.74,127.76,-99.0,21.6,0.14,0.86,4.01,9.95,10.41,46.29,48.42,0,0
7.0,1.95,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,7.0,1.95,1.95,21.1,115.89,21.1,21.27,-0.17,0.26,0.51,6.64,7.55,12.92,14.68,0,0
23.0,3.14,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,10.0,2.3,3.14,23.28,22.63,23.28,23.14,0.14,0.29,0.89,10.04,8.8,31.47,27.59,0,0
146.0,4.98,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.98,0.0,10.0,9.0,2.2,4.98,0.97,198.25,-99.0,2.01,-1.05,0.74,3.68,8.18,9.47,40.78,47.2,0,0
42.0,2.08,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,8.0,7.0,1.95,3.74,20.07,36.68,20.07,18.82,1.25,0.17,0.36,10.24,7.98,21.29,16.6,0,0
245.0,4.96,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.96,0.0,3.0,2.0,0.69,5.5,12.31,190.78,-99.0,13.08,-0.77,0.31,1.54,10.85,9.25,53.84,45.92,0,0
13.0,2.56,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.56,0.0,14.0,13.0,2.56,2.56,25.26,421.73,25.26,25.8,-0.54,0.08,0.21,8.36,6.55,21.43,16.81,0,0
43.0,3.76,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.76,0.0,35.0,34.0,3.53,3.76,28.77,-99.0,-99.0,27.3,1.47,0.59,2.22,9.13,10.71,34.36,40.28,0,0
2.0,0.69,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.69,0.0,3.0,2.0,0.69,0.69,26.14,572.95,-99.0,26.68,-0.54,0.34,0.24,6.54,7.48,4.53,5.18,0,0
47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,4.0,3.0,1.1,3.85,19.25,283.87,-99.0,19.4,-0.14,0.05,0.0,9.1,6.16,0.0,0.0,0,0
270.0,4.91,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.91,0.0,22.0,21.0,3.04,5.6,14.91,224.36,-99.0,15.24,-0.33,0.17,0.85,9.07,9.04,44.48,44.32,0,0
30.0,1.79,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.79,0.0,29.0,28.0,3.33,3.4,27.75,402.29,27.75,27.75,-0.01,0.36,0.64,9.58,7.18,17.17,12.86,0,0
181.0,5.2,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,3.0,2.0,0.69,5.2,2.37,288.21,2.37,2.01,0.36,0.83,4.32,8.38,10.54,43.56,54.79,0,0
42.0,3.74,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,15.0,14.0,2.64,3.74,21.59,7.52,-99.0,22.47,-0.88,0.21,0.77,10.35,7.07,38.68,26.44,0,0
127.0,2.71,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.71,0.0,6.0,5.0,1.61,4.84,8.99,214.5,-99.0,9.0,-0.01,0.7,1.89,10.0,9.14,27.09,24.76,0,0
27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,3.0,1.1,3.3,27.27,302.31,27.27,26.83,0.44,0.24,0.0,8.15,6.82,0.0,0.0,0,0
76.0,4.33,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,16.0,15.0,2.71,4.33,26.23,655.52,26.23,26.52,-0.29,0.41,1.77,7.57,8.77,32.79,37.98,0,1
66.0,3.64,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.64,0.0,34.0,33.0,3.5,4.19,8.17,136.55,8.17,8.06,0.11,0.88,3.2,10.52,9.1,38.26,33.11,0,0
72.0,2.48,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.48,0.0,25.0,24.0,3.18,4.28,24.99,266.67,24.99,25.63,-0.64,0.45,1.12,9.14,8.21,22.71,20.4,0,0
5.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.1,0.0,6.0,5.0,1.61,1.61,8.94,166.34,8.94,9.95,-1.01,0.64,0.7,8.37,7.47,9.19,8.21,0,0
34.0,3.53,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.53,0.0,10.0,9.0,2.2,3.53,20.36,97.78,-99.0,19.63,0.73,0.31,1.11,6.99,8.36,24.64,29.48,0,0
9.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,2.2,9.54,136.72,9.54,8.63,0.91,0.84,1.84,10.8,8.22,23.73,18.05,0,0
44.0,3.22,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,30.0,29.0,3.37,3.78,29.9,22.03,-99.0,28.76,1.13,0.3,0.96,8.02,7.47,25.83,24.06,0,0
2.0,0.69,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.69,0.0,4.0,3.0,1.1,0.69,10.96,157.62,-99.0,-99.0,-99.0,0.85,0.59,8.9,9.19,6.17,6.37,0,0
2.0,0.69,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,3.0,2.0,0.69,0.69,22.57,313.41,-99.0,23.39,-0.83,0.04,0.03,8.95,6.65,6.21,4.61,0,0
160.0,3.64,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,12.0,2.48,5.08,25.27,352.81,-99.0,25.05,0.22,0.42,1.52,9.13,8.68,33.2,31.57,0,0
314.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.75,0.0,66.0,65.0,4.17,5.75,10.44,-99.0,-99.0,8.31,2.13,0.73,4.21,8.64,10.43,49.68,59.96,0,0
275.0,5.62,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.62,0.0,27.0,26.0,3.26,5.62,9.28,127.22,9.28,8.31,0.97,0.75,4.21,8.53,9.83,47.91,55.23,0,0
17.0,2.83,0.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,3.0,2.0,0.69,2.83,21.72,278.23,21.72,20.89,0.83,0.03,0.07,8.51,6.65,24.11,18.84,0,0
116.0,4.75,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.75,0.0,12.0,11.0,2.4,4.75,25.85,414.41,-99.0,25.05,0.8,0.14,0.65,8.11,7.48,38.53,35.54,0,0
288.0,5.66,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.66,0.0,40.0,39.0,3.66,5.66,8.83,190.98,8.83,8.31,0.52,0.75,4.27,8.54,10.12,48.37,57.34,0,0
56.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,51.0,50.0,3.91,4.03,19.39,172.72,19.39,18.22,1.18,0.42,0.92,8.08,9.21,17.76,20.23,0,0
43.0,3.18,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,29.0,28.0,3.33,3.76,29.97,41.1,-99.0,28.76,1.2,0.29,0.93,7.99,7.45,25.41,23.67,0,0
35.0,2.89,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,3.56,27.77,234.41,27.77,27.31,0.46,0.22,0.65,7.11,7.41,20.56,21.42,0,0
8.0,2.08,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.08,0.0,9.0,8.0,2.08,2.08,7.64,199.79,-99.0,7.85,-0.21,0.91,1.89,9.23,9.79,19.2,20.37,0,0
184.0,2.08,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.08,0.0,4.0,3.0,1.1,5.21,21.53,188.71,-99.0,20.75,0.79,0.39,0.8,11.61,9.37,24.15,19.48,0,0
32.0,3.47,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,24.0,23.0,3.14,3.47,22.45,242.92,22.45,21.63,0.82,0.2,0.7,9.11,6.98,31.58,24.2,0,0
16.0,2.77,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,19.0,2.94,2.77,24.97,595.03,24.97,24.94,0.03,0.28,0.79,5.68,7.65,15.76,21.2,0,0
23.0,2.56,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.56,0.0,24.0,23.0,3.14,3.14,27.03,317.11,27.03,27.24,-0.21,0.22,0.56,9.29,6.91,23.82,17.73,0,0
168.0,4.08,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,25.0,24.0,3.18,5.12,20.82,172.41,20.82,20.75,0.07,0.31,1.28,11.34,9.16,46.25,37.35,0,0
3.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,4.0,3.0,1.1,1.1,22.64,269.94,-99.0,23.39,-0.75,0.04,0.04,8.99,6.64,9.88,7.3,0,0
303.0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,3.3,0.0,9.0,8.0,2.08,5.71,27.18,15.31,-99.0,26.74,0.44,0.51,1.67,7.78,9.9,25.64,32.62,0,0
16.0,2.77,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,17.0,16.0,2.77,2.77,12.58,163.04,12.58,12.33,0.25,0.09,0.26,7.23,6.65,20.03,18.43,0,0
4.0,1.39,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,5.0,4.0,1.39,1.39,27.09,98.83,-99.0,27.17,-0.08,0.01,0.01,8.09,6.99,11.21,9.69,0,0
149.0,1.95,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,10.0,9.0,2.2,5.0,20.64,430.64,20.64,20.74,-0.09,0.51,0.99,9.57,8.66,18.63,16.86,0,0
9.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.2,0.0,6.0,5.0,1.61,2.2,10.96,327.71,-99.0,10.33,0.63,0.87,1.91,7.6,9.92,16.69,21.79,0,0
85.0,3.66,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.66,0.0,15.0,14.0,2.64,4.44,9.09,175.33,-99.0,9.5,-0.41,0.56,2.05,9.0,8.33,32.96,30.53,0,0
21.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.04,0.0,22.0,21.0,3.04,3.04,9.49,-99.0,-99.0,7.85,1.64,0.94,2.87,9.28,10.17,28.25,30.95,0,0
37.0,3.61,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,3.61,0.0,38.0,37.0,3.61,3.61,24.38,51.27,-99.0,23.41,0.97,0.15,0.55,6.22,8.23,22.46,29.72,0,0
125.0,4.37,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,20.0,19.0,2.94,4.83,10.09,146.1,-99.0,9.5,0.59,0.75,3.29,8.96,9.05,39.16,39.56,0,0
16.0,2.77,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,9.0,8.0,2.08,2.77,10.35,136.19,-99.0,8.63,1.72,0.91,2.53,10.75,8.79,29.81,24.36,0,0
41.0,2.64,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.64,0.0,14.0,13.0,2.56,3.71,27.39,241.67,-99.0,26.83,0.56,0.29,0.76,8.52,6.76,22.47,17.85,0,0
267.0,4.88,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.88,0.0,19.0,18.0,2.89,5.59,14.9,186.35,-99.0,15.24,-0.34,0.16,0.78,9.08,8.79,44.33,42.9,0,0
21.0,2.08,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.08,0.0,22.0,21.0,3.04,3.04,25.96,629.85,25.96,26.02,-0.06,0.24,0.49,6.09,8.5,12.67,17.68,0,0
147.0,4.99,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.99,0.0,11.0,10.0,2.3,4.99,1.56,279.13,-99.0,2.01,-0.45,0.74,3.7,8.19,9.52,40.88,47.52,0,0
297.0,2.64,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,48.0,47.0,3.85,5.69,26.85,370.68,26.85,26.44,0.41,0.32,0.85,11.01,8.68,29.04,22.91,0,0
156.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,5.05,23.6,535.0,23.6,23.28,0.32,0.18,0.0,9.23,8.21,0.0,0.0,0,1
17.0,2.83,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.83,0.0,18.0,17.0,2.83,2.83,22.71,463.64,22.71,23.24,-0.54,0.1,0.29,6.92,8.4,19.62,23.8,0,0
135.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.14,0.0,14.0,13.0,2.56,4.91,10.48,167.65,-99.0,9.0,1.48,0.75,2.35,9.96,9.36,31.24,29.35,0,0
10.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.3,0.0,11.0,10.0,2.3,2.3,28.74,428.03,28.74,28.98,-0.24,0.17,0.39,7.56,8.88,17.41,20.45,0,0
41.0,3.37,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.37,0.0,42.0,41.0,3.71,3.71,22.63,329.57,-99.0,22.19,0.44,0.05,0.18,9.69,6.81,32.65,22.93,0,0
31.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,1.0,0.0,3.43,28.7,78.93,28.7,28.5,0.21,0.05,0.0,9.0,6.58,0.0,0.0,0,0
36.0,3.58,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.58,0.0,37.0,36.0,3.58,3.58,30.16,452.13,30.16,28.98,1.18,0.2,0.7,7.84,8.83,28.09,31.65,0,0
198.0,2.94,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.94,0.0,32.0,31.0,3.43,5.29,24.27,300.95,-99.0,23.17,1.1,0.4,1.17,8.76,8.47,25.78,24.95,0,0
7.0,1.95,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.95,0.0,8.0,7.0,1.95,1.95,23.25,30.42,-99.0,23.14,0.11,0.15,0.29,9.57,8.33,18.62,16.2,0,0
34.0,3.09,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.09,0.0,35.0,34.0,3.53,3.53,22.51,394.37,22.51,22.19,0.33,0.06,0.2,9.48,6.77,29.29,20.91,0,0
198.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.77,0.0,64.0,63.0,4.14,5.29,13.15,358.08,-99.0,11.76,1.39,0.96,4.57,11.75,10.37,56.04,49.48,0,0
34.0,2.64,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,35.0,34.0,3.53,3.53,23.08,385.34,23.08,22.95,0.12,0.23,0.6,8.3,6.7,21.89,17.68,0,0
156.0,3.81,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,17.0,16.0,2.77,5.05,24.25,453.17,24.25,24.71,-0.46,0.27,1.04,11.66,8.81,44.4,33.56,0,0
51.0,2.08,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,6.0,5.0,1.61,3.93,24.88,391.92,-99.0,24.46,0.42,0.1,0.21,8.33,8.31,17.32,17.28,0,0
192.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.77,0.0,12.0,11.0,2.4,5.26,22.04,221.74,-99.0,20.75,1.29,0.46,1.26,11.67,9.5,32.35,26.34,0,0
178.0,4.03,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,23.0,22.0,3.09,5.18,15.02,142.01,-99.0,14.84,0.19,0.79,3.19,9.31,10.15,37.48,40.86,0,0
67.0,1.79,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.79,0.0,16.0,15.0,2.71,4.2,26.22,729.19,-99.0,26.07,0.15,0.57,1.02,12.41,8.38,22.23,15.01,0,0
27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,28.0,27.0,3.3,3.3,27.32,315.2,27.32,27.24,0.07,0.21,0.0,9.42,6.71,0.0,0.0,0,2
54.0,3.99,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,27.0,26.0,3.26,3.99,22.2,3.72,22.2,22.47,-0.28,0.37,1.46,10.63,7.41,42.39,29.56,0,0
19.0,2.94,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.94,0.0,3.0,2.0,0.69,2.94,25.75,513.44,25.75,26.68,-0.94,0.39,1.16,6.62,7.44,19.5,21.9,0,0
51.0,3.93,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.93,0.0,21.0,20.0,3.0,3.93,4.66,228.25,-99.0,5.76,-1.1,0.81,3.18,8.92,9.55,35.06,37.55,0,0
67.0,4.2,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.2,0.0,19.0,18.0,2.89,4.2,21.04,147.79,-99.0,21.6,-0.57,0.66,2.78,9.42,9.66,39.6,40.63,0,0
19.0,2.94,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,20.0,19.0,2.94,2.94,20.06,197.15,20.06,19.63,0.43,0.31,0.91,6.64,8.01,19.56,23.58,0,0
20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,18.0,17.0,2.83,3.0,19.87,156.46,-99.0,19.4,0.47,0.12,0.36,10.91,6.69,32.68,20.04,0,0
86.0,4.45,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.45,0.0,9.0,8.0,2.08,4.45,10.57,303.64,-99.0,9.64,0.93,0.83,3.68,8.36,10.63,37.26,47.33,0,0
277.0,2.64,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.64,0.0,29.0,28.0,3.33,5.62,10.69,243.76,10.69,11.05,-0.36,0.66,1.75,10.88,9.84,28.72,25.98,0,0
190.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.4,0.0,24.0,23.0,3.14,5.25,23.92,241.38,-99.0,23.17,0.75,0.33,0.8,8.61,8.4,20.63,20.14,0,0
159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,32.0,3.47,5.07,23.92,-99.0,-99.0,23.0,0.92,0.14,0.0,11.41,7.02,0.0,0.0,0,0
170.0,1.95,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.95,0.0,12.0,11.0,2.4,5.14,13.98,168.82,13.98,13.64,0.34,0.38,0.73,10.32,9.01,20.08,17.54,0,0
33.0,3.5,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,3.5,0.0,33.0,32.0,3.47,3.5,10.52,330.62,10.52,11.51,-0.99,0.77,2.7,10.55,8.66,36.88,30.3,0,0
38.0,3.64,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.64,0.0,7.0,6.0,1.79,3.64,25.14,343.04,25.14,25.96,-0.82,0.04,0.14,8.49,7.33,30.89,26.66,0,0
38.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.71,0.0,39.0,38.0,3.64,3.64,25.45,940.03,-99.0,24.84,0.61,0.08,0.21,6.66,6.91,18.03,18.72,0,0
282.0,5.19,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.19,0.0,40.0,39.0,3.66,5.64,14.05,216.36,-99.0,13.08,0.97,0.63,3.3,10.96,10.25,56.91,53.22,0,2
30.0,3.4,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,22.0,21.0,3.04,3.4,24.29,494.68,24.29,24.46,-0.17,0.18,0.6,11.01,6.67,37.43,22.69,0,0
28.0,3.33,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.33,0.0,7.0,6.0,1.79,3.33,28.13,171.88,28.13,28.28,-0.16,0.09,0.31,8.86,7.29,29.53,24.3,0,0
297.0,5.69,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,5.69,0.0,49.0,48.0,3.87,5.69,8.6,146.49,8.6,8.31,0.29,0.7,4.01,8.57,10.29,48.8,58.6,0,0
309.0,5.73,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.73,0.0,61.0,60.0,4.09,5.73,2.93,160.37,-99.0,2.44,0.49,0.86,4.91,9.14,10.38,52.4,59.53,0,0
29.0,2.64,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,24.0,23.0,3.14,3.37,17.32,135.95,17.32,18.22,-0.9,0.23,0.61,7.82,9.12,20.63,24.07,0,0
17.0,2.83,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.83,0.0,18.0,17.0,2.83,2.83,26.29,518.57,26.29,26.42,-0.13,0.16,0.45,6.97,9.54,19.76,27.04,0,0
31.0,1.39,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.39,0.0,4.0,3.0,1.1,3.43,26.71,318.35,26.71,26.83,-0.12,0.25,0.35,8.27,6.81,11.46,9.44,0,0
266.0,5.58,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.58,0.0,18.0,17.0,2.83,5.58,7.5,186.7,-99.0,8.31,-0.82,0.71,3.99,8.48,9.65,47.32,53.89,0,0
6.0,1.79,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,6.0,1.79,1.79,22.39,319.13,-99.0,23.39,-1.01,0.04,0.08,9.09,6.69,16.29,11.99,0,0
15.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.3,0.0,7.0,6.0,1.79,2.71,13.26,220.05,-99.0,12.74,0.52,0.9,2.06,8.38,9.69,19.31,22.3,0,0
144.0,3.09,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.09,0.0,24.0,23.0,3.14,4.97,14.88,159.93,14.88,14.84,0.04,0.47,1.46,9.09,9.54,28.1,29.5,0,0
45.0,3.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.4,0.0,18.0,17.0,2.83,3.81,21.92,164.28,-99.0,21.13,0.79,0.64,2.19,9.44,6.03,32.1,20.51,0,0
48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,43.0,42.0,3.74,3.87,17.51,206.52,17.51,18.22,-0.7,0.37,0.0,7.95,9.07,0.0,0.0,0,2
12.0,2.48,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.48,0.0,9.0,8.0,2.08,2.48,10.15,377.49,-99.0,10.33,-0.18,0.88,2.19,7.6,10.03,18.88,24.91,0,0
42.0,3.74,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.74,0.0,26.0,25.0,3.22,3.74,25.25,624.48,-99.0,24.94,0.31,0.37,1.37,6.55,10.33,24.49,38.62,0,0
10.0,2.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,11.0,10.0,2.3,2.3,19.62,133.4,19.62,21.27,-1.65,0.27,0.62,6.75,7.72,15.54,17.77,0,0
6.0,1.79,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.79,1.0,1.0,1.0,0.0,1.79,20.01,316.65,-99.0,20.89,-0.88,0.02,0.03,8.17,6.34,14.64,11.36,0,0
287.0,3.3,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,38.0,37.0,3.61,5.66,6.22,147.88,6.22,6.22,0.0,0.25,0.81,13.91,6.87,45.86,22.63,0,0
184.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,50.0,49.0,3.89,5.21,25.19,438.27,-99.0,24.81,0.38,0.52,1.56,10.31,9.37,30.9,28.07,0,0
138.0,2.77,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.77,0.0,34.0,33.0,3.5,4.93,24.8,310.71,24.8,25.05,-0.25,0.31,0.86,8.72,8.24,24.17,22.85,0,0
13.0,2.56,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.56,0.0,14.0,13.0,2.56,2.56,23.36,63.0,23.36,23.41,-0.05,0.09,0.23,5.84,7.22,14.97,18.51,0,0
5.0,1.61,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,6.0,5.0,1.61,1.61,24.99,335.37,-99.0,24.65,0.34,0.06,0.09,7.41,6.97,11.92,11.21,0,0
93.0,1.79,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,33.0,32.0,3.47,4.53,26.67,648.25,26.67,26.52,0.15,0.48,0.86,7.94,8.85,14.23,15.86,0,0
174.0,3.43,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.43,0.0,27.0,26.0,3.26,5.16,17.7,230.05,-99.0,17.41,0.29,0.25,0.86,8.11,9.1,27.85,31.25,0,0
99.0,3.97,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.97,0.0,29.0,28.0,3.33,4.6,9.61,149.91,9.61,9.5,0.11,0.72,2.85,9.08,8.89,36.06,35.31,0,0
50.0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,45.0,44.0,3.78,3.91,19.53,263.56,19.53,18.22,1.31,0.39,0.42,8.0,9.16,8.79,10.06,0,0
13.0,2.56,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,2.56,2.56,20.91,261.48,20.91,20.81,0.1,0.07,0.18,8.64,6.5,22.17,16.67,0,0
70.0,4.25,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,43.0,42.0,3.74,4.25,22.0,6.62,22.0,22.47,-0.48,0.56,2.39,10.97,8.11,46.63,34.46,0,0
152.0,2.08,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,1.0,9.0,8.0,2.08,5.02,25.42,608.32,25.42,25.37,0.04,0.07,0.15,7.92,5.65,16.46,11.75,0,0
17.0,2.83,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,18.0,17.0,2.83,2.83,22.02,81.88,22.02,21.27,0.75,0.29,0.83,7.01,8.36,19.86,23.68,0,0
296.0,2.56,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,47.0,46.0,3.83,5.69,26.42,437.75,26.42,26.44,-0.02,0.31,0.78,10.99,8.71,28.2,22.33,0,1
5.0,1.61,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.61,0.0,6.0,5.0,1.61,1.61,7.68,195.04,7.68,7.72,-0.04,0.91,1.46,8.59,9.44,13.83,15.19,0,0
