timeindep,ltsc0,d1950,d1960,d1970,d1980,d1990,d2000,region,nb_conflict,ncts0,nc2l,timeinstatusnc,ltisnc,ltsnc,ltimeindep,temperature,prec_gpcc,temptemp,tempmean,tempdev,YMHEP,YMHEP_ltsc0,lpop,lGDPcap,lpop_ltsc0,lGDPcap_ltsc0,conflict_actual,conflict_prediction
142.0,2.64,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.64,0.0,2.0,1.0,0.0,4.96,21.6,247.31,-99.0,20.55,1.05,0.21,0.56,8.28,8.29,21.84,21.88,1,0
275.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,27.0,26.0,3.26,5.62,9.15,224.78,9.15,8.96,0.19,0.34,0.0,10.94,9.72,0.0,0.0,1,0
312.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,9.0,8.0,2.08,5.74,12.53,179.31,-99.0,11.39,1.13,0.61,0.0,11.22,9.51,0.0,0.0,1,1
311.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,8.0,7.0,1.95,5.74,11.56,160.3,-99.0,11.39,0.16,0.59,0.0,11.21,9.47,0.0,0.0,1,1
19.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,19.0,2.94,2.94,16.67,69.72,16.67,18.82,-2.16,0.11,0.12,9.78,7.56,10.74,8.31,1,0
178.0,3.53,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.53,0.0,12.0,11.0,2.4,5.18,22.67,318.75,22.67,23.17,-0.5,0.25,0.87,8.33,8.41,29.37,29.64,1,0
49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,5.0,4.0,1.39,3.89,19.65,116.86,19.65,19.89,-0.24,0.51,0.0,9.05,9.61,0.0,0.0,1,0
128.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,19.0,2.94,4.85,21.87,521.05,-99.0,23.28,-1.41,0.09,0.0,8.54,7.9,0.0,0.0,1,2
111.0,4.39,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.39,0.0,39.0,38.0,3.64,4.71,9.93,137.76,9.93,9.0,0.93,0.77,3.38,10.06,9.03,44.2,39.67,1,0
7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,7.0,6.0,1.79,1.95,25.6,570.71,25.6,25.84,-0.24,0.16,0.0,11.26,6.44,0.0,0.0,1,1
146.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,8.0,7.0,1.95,4.98,22.8,469.75,22.8,23.28,-0.49,0.15,0.0,9.0,8.06,0.0,0.0,1,1
145.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,9.0,2.2,4.98,25.53,721.99,25.53,26.23,-0.7,0.26,0.0,10.09,8.39,0.0,0.0,1,0
57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,11.0,10.0,2.3,4.04,22.23,44.05,22.23,21.76,0.47,0.31,0.0,9.75,8.89,0.0,0.0,1,1
70.0,2.48,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.48,0.0,39.0,38.0,3.64,4.25,25.84,403.24,-99.0,25.96,-0.11,0.17,0.42,9.12,6.94,22.66,17.24,1,0
20.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,17.0,16.0,2.77,3.0,18.66,68.18,-99.0,17.79,0.88,0.17,0.51,8.63,7.27,25.84,21.77,1,0
32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,3.47,28.43,140.08,28.43,28.28,0.15,0.09,0.0,8.99,7.24,0.0,0.0,1,1
38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,36.0,35.0,3.56,3.64,24.32,299.79,24.32,24.13,0.19,0.29,0.0,13.57,6.92,0.0,0.0,1,1
47.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,45.0,44.0,3.78,3.85,24.27,334.43,24.27,24.13,0.14,0.37,0.0,13.75,7.2,0.0,0.0,1,1
7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,2.0,0.69,1.95,24.95,703.24,-99.0,25.45,-0.5,0.18,0.0,9.14,7.48,0.0,0.0,1,0
143.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,17.0,16.0,2.77,4.96,23.28,233.08,23.28,23.0,0.28,0.1,0.0,11.04,6.21,0.0,0.0,1,0
48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,4.0,3.0,1.1,3.87,20.33,89.19,20.33,19.89,0.44,0.51,0.0,9.01,9.61,0.0,0.0,1,1
72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,45.0,44.0,3.78,4.28,23.05,8.96,23.05,22.47,0.58,0.58,0.0,11.01,8.15,0.0,0.0,1,0
269.0,2.4,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.4,0.0,21.0,20.0,3.0,5.59,26.93,9.25,-99.0,26.74,0.19,0.43,1.03,6.55,9.01,15.71,21.6,1,0
144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,8.0,2.08,4.97,25.6,670.82,25.6,26.23,-0.64,0.25,0.0,10.06,8.39,0.0,0.0,1,0
179.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,0.69,5.19,27.14,672.8,-99.0,26.23,0.91,0.58,0.0,10.73,9.02,0.0,0.0,1,1
141.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,15.0,14.0,2.64,4.95,23.06,237.23,23.06,23.0,0.06,0.09,0.0,10.98,6.27,0.0,0.0,1,1
144.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,20.0,19.0,2.94,4.97,24.83,421.46,24.83,26.4,-1.56,0.25,0.0,8.5,8.18,0.0,0.0,2,1
45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,38.0,37.0,3.61,3.81,27.52,102.86,-99.0,26.87,0.64,0.22,0.0,10.47,7.2,0.0,0.0,2,0
45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,43.0,42.0,3.74,3.81,24.17,280.76,24.17,24.13,0.05,0.36,0.0,13.71,7.13,0.0,0.0,2,0
50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,49.0,48.0,3.87,3.91,28.38,372.52,28.38,27.75,0.62,0.42,0.0,9.83,7.92,0.0,0.0,2,0
73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,27.0,26.0,3.26,4.29,22.55,48.36,-99.0,21.76,0.79,0.31,0.0,10.22,8.01,0.0,0.0,2,0
49.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,48.0,47.0,3.85,3.89,28.93,410.21,28.93,27.75,1.17,0.42,0.0,9.82,7.89,0.0,0.0,2,1
155.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,3.0,1.1,5.04,26.63,618.81,26.63,26.23,0.4,0.34,0.0,10.31,8.57,0.0,0.0,2,0
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,11.0,2.4,2.71,22.72,221.85,22.72,22.59,0.13,0.08,0.0,9.24,8.04,0.0,0.0,2,1
12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,8.0,2.08,2.48,23.01,230.3,23.01,22.59,0.41,0.07,0.0,9.17,8.06,0.0,0.0,2,1
14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,7.0,6.0,1.79,2.64,26.27,103.92,-99.0,26.87,-0.6,0.07,0.0,9.54,6.9,0.0,0.0,2,1
25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,6.0,5.0,1.61,3.22,23.78,283.85,23.78,23.39,0.39,0.07,0.0,9.66,6.25,0.0,0.0,2,0
38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,1.0,25.0,24.0,3.18,3.64,24.63,328.43,24.63,24.1,0.53,0.28,0.0,10.71,5.78,0.0,0.0,2,1
48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,18.0,17.0,2.83,3.87,28.4,82.26,-99.0,26.32,2.08,0.42,0.0,8.8,6.69,0.0,0.0,2,1
160.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,21.0,20.0,3.0,5.08,20.39,378.11,20.39,20.74,-0.35,0.59,0.0,9.86,8.6,0.0,0.0,2,0
9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.61,2.2,22.67,241.58,22.67,22.59,0.08,0.06,0.0,9.08,7.89,0.0,0.0,2,1
59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,58.0,57.0,4.04,4.08,27.82,384.96,-99.0,27.75,0.06,0.45,0.0,9.92,8.29,0.0,0.0,2,1
39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,8.0,7.0,1.95,3.66,20.44,322.16,-99.0,20.89,-0.45,0.04,0.0,9.08,6.49,0.0,0.0,2,0
127.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,5.0,1.61,4.84,22.84,226.04,22.84,23.0,-0.15,0.06,0.0,10.52,6.38,0.0,0.0,2,1
37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,8.0,7.0,1.95,3.61,27.26,798.24,27.26,26.32,0.93,0.13,0.0,8.28,6.61,0.0,0.0,2,0
78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,8.0,7.0,1.95,4.36,12.68,77.04,12.68,12.38,0.29,0.42,0.0,9.85,6.41,0.0,0.0,2,1
62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,3.0,2.0,0.69,4.13,12.52,65.92,12.52,12.38,0.14,0.37,0.0,9.47,6.76,0.0,0.0,2,2
31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,24.0,23.0,3.14,3.43,24.57,500.16,24.57,24.12,0.44,0.16,0.0,10.42,6.66,0.0,0.0,2,2
56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,54.0,53.0,3.97,4.03,24.61,305.29,-99.0,24.13,0.48,0.44,0.0,13.91,7.58,0.0,0.0,2,2
44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,42.0,41.0,3.71,3.78,24.25,294.12,24.25,24.13,0.12,0.35,0.0,13.69,7.09,0.0,0.0,2,2
130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,1.0,4.0,3.0,1.1,4.87,22.07,202.26,22.07,23.0,-0.93,0.06,0.0,10.62,6.22,0.0,0.0,2,2
71.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,9.0,8.0,2.08,4.26,17.54,100.08,17.54,17.61,-0.06,0.28,0.0,10.3,9.11,0.0,0.0,2,2
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.71,98.7,1.71,2.01,-0.3,0.91,0.0,8.62,7.55,0.0,0.0,2,1
143.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,19.0,18.0,2.89,4.96,25.97,343.67,25.97,26.4,-0.43,0.24,0.0,8.49,8.18,0.0,0.0,2,0
78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,16.0,15.0,2.71,4.36,17.89,121.29,17.89,17.61,0.29,0.34,0.0,10.47,9.01,0.0,0.0,2,2
24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,4.0,3.0,1.1,3.18,23.12,247.12,23.12,22.59,0.53,0.1,0.0,9.51,7.82,0.0,0.0,2,2
32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,1.0,29.0,28.0,3.33,3.47,29.72,52.51,29.72,28.93,0.79,0.27,0.0,8.75,6.75,0.0,0.0,2,1
39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,6.0,5.0,1.61,3.66,18.79,330.15,-99.0,19.4,-0.6,0.08,0.0,8.83,6.16,0.0,0.0,2,0
94.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,33.0,32.0,3.47,4.54,26.0,24.61,-99.0,26.32,-0.32,0.55,0.0,10.15,7.71,0.0,0.0,2,1
30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,13.0,2.56,3.4,23.34,44.23,-99.0,21.76,1.58,0.16,0.0,8.95,9.07,0.0,0.0,2,1
46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,15.0,2.71,3.83,28.1,65.82,-99.0,26.32,1.78,0.42,0.0,8.76,6.67,0.0,0.0,2,1
32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,25.0,24.0,3.18,3.47,27.05,120.95,27.05,26.87,0.18,0.18,0.0,10.1,6.92,0.0,0.0,2,2
61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,60.0,59.0,4.08,4.11,27.37,384.5,-99.0,27.75,-0.38,0.46,0.0,9.93,8.37,0.0,0.0,2,0
36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,33.0,32.0,3.47,3.58,16.76,72.89,16.76,17.79,-1.02,0.26,0.0,9.17,8.14,0.0,0.0,2,0
16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,9.0,8.0,2.08,2.77,23.78,584.4,-99.0,24.12,-0.34,0.14,0.0,10.06,6.42,0.0,0.0,2,1
93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,1.0,9.0,8.0,2.08,4.53,11.53,97.39,-99.0,12.38,-0.85,0.5,0.0,10.4,7.13,0.0,0.0,2,1
